 bare coating, constant channel, iterate over lens_dia, well_diff, det_rad, n_well (pdms =1.43 and silicon = 3.45), n_oil (pdms=1.43, oil=1.52), n_lens (1.76, 2.1),,,,,,,,,,,
 EMISSION (um), N_WELL , N_OIL, N_LENS, COAT_REFL, LENS_DIA (um), EFF (um), BFL (um), CHAN WIDTH (um), WELL HEIGHT (um), WELL DIFF HEIGHT (um), WELL WIDTH (um), SLIDE_HEIGHT (um), AIR_GAP (um), WD (um), DET_RAD (um), \NUMBEROFRAYS.\, \RAYS_AREA.\, \BASENUMBEROFRAYS.\, \BASERAYS_AREA.\  ,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,133.333333,0,40,0,0.000716198,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,147.222222,0,40,0,0.00058744,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,161.111111,0,41,0,0.000502786,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,175,0,41,0,0.000426146,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,188.888888,0,42,0,0.000374703,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,202.777777,0,42,0,0.000325132,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,216.666666,0,42,0,0.000284784,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,230.555555,0,47,0,0.000281447,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,244.444444,0,51,0,0.000271682,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,258.333333,0,54,0,0.000257563,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,272.222222,0,61,0,0.000262019,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,286.111111,0,69,0,0.000268306,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,300,0,75,0,0.000265258,
0.59,1.43,1.53,2.1,-1,280,257.89,117.89,25,172.8947368,32.89473684,280,75,2,387.8,50,0,10,0,0.001273241,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,50,0,3,0,0.000381972,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,63.8888888,0,4,0,0.000311932,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,77.7777777,0,6,0,0.000315712,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,91.6666666,0,13,0,0.00049246,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,105.555555,0,26,0,0.000742782,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,119.444444,0,26,0,0.000580085,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,133.333333,0,26,0,0.000465529,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,147.222222,0,26,0,0.000381836,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,161.111111,0,26,0,0.00031884,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,175,0,26,0,0.000270239,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,188.888888,0,27,0,0.00024088,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,202.777777,0,27,0,0.000209013,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,216.666666,0,27,0,0.000183075,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,230.555555,0,28,0,0.000167671,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,244.444444,0,28,0,0.000149159,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,258.333333,0,29,0,0.000138321,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,272.222222,0,32,0,0.000137453,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,286.111111,0,38,0,0.000147763,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,300,0,48,0,0.000169765,
0.59,1.43,1.53,2.1,-1,320,294.73,134.73,25,209.7368421,49.73684211,320,75,2,444.7,50,0,3,0,0.000381972,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,50,0,7,0,0.000891268,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,63.8888888,0,10,0,0.00077983,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,77.7777777,0,15,0,0.000789279,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,91.6666666,0,24,0,0.000909157,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,105.555555,0,36,0,0.001028468,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,119.444444,0,46,0,0.001026305,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,133.333333,0,46,0,0.000823628,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,147.222222,0,46,0,0.000675556,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,161.111111,0,46,0,0.000564102,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,175,0,47,0,0.000488509,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,188.888888,0,47,0,0.00041931,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,202.777777,0,47,0,0.000363838,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,216.666666,0,48,0,0.000325467,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,230.555555,0,48,0,0.000287436,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,244.444444,0,49,0,0.000261027,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,258.333333,0,49,0,0.000233715,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,272.222222,0,49,0,0.000210474,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,286.111111,0,50,0,0.000194425,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,300,0,53,0,0.000187449,
0.59,1.43,1.53,2.1,-1,360,331.57,151.57,25,246.5789474,66.57894737,360,75,2,501.5,50,0,7,0,0.000891268,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,50,0,5,0,0.00063662,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,63.8888888,0,9,0,0.000701847,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,77.7777777,0,14,0,0.000736661,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,91.6666666,0,17,0,0.000643986,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,105.555555,0,22,0,0.000628508,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,119.444444,0,31,0,0.00069164,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,133.333333,0,42,0,0.000752008,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,147.222222,0,42,0,0.000616812,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,161.111111,0,42,0,0.000515049,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,175,0,42,0,0.00043654,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,188.888888,0,42,0,0.000374703,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,202.777777,0,42,0,0.000325132,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,216.666666,0,42,0,0.000284784,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,230.555555,0,42,0,0.000251506,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,244.444444,0,42,0,0.000223738,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,258.333333,0,42,0,0.000200327,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,272.222222,0,43,0,0.000184702,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,286.111111,0,43,0,0.000167205,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,300,0,43,0,0.000152082,
0.59,1.43,1.53,2.1,-1,400,368.42,168.42,25,283.4210526,83.42105263,400,75,2,558.4,50,0,5,0,0.00063662,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,50,0,1,0,0.000127324,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,63.8888888,0,2,0,0.000155966,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,77.7777777,0,3,0,0.000157856,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,91.6666666,0,5,0,0.000189408,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,105.555555,0,7,0,0.00019998,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,119.444444,0,13,0,0.000290043,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,133.333333,0,30,0,0.000537148,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,147.222222,0,38,0,0.000558068,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,161.111111,0,38,0,0.000465997,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,175,0,38,0,0.000394964,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,188.888888,0,38,0,0.000339017,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,202.777777,0,38,0,0.000294167,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,216.666666,0,38,0,0.000257662,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,230.555555,0,38,0,0.000227553,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,244.444444,0,38,0,0.000202429,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,258.333333,0,38,0,0.000181248,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,272.222222,0,38,0,0.000163225,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,286.111111,0,38,0,0.000147763,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,300,0,39,0,0.000137934,
0.59,1.43,1.53,2.1,-1,440,405.26,185.26,25,320.2631579,100.2631579,440,75,2,615.2,50,0,1,0,0.000127324,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,50,0,4,0,0.000509296,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,63.8888888,0,7,0,0.000545881,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,77.7777777,0,9,0,0.000473568,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,91.6666666,0,13,0,0.00049246,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,105.555555,0,18,0,0.000514234,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,119.444444,0,25,0,0.000557774,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,133.333333,0,31,0,0.000555053,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,147.222222,0,46,0,0.000675556,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,161.111111,0,47,0,0.000576365,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,175,0,47,0,0.000488509,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,188.888888,0,47,0,0.00041931,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,202.777777,0,47,0,0.000363838,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,216.666666,0,48,0,0.000325467,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,230.555555,0,48,0,0.000287436,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,244.444444,0,48,0,0.0002557,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,258.333333,0,48,0,0.000228945,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,272.222222,0,48,0,0.000206179,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,286.111111,0,49,0,0.000190536,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,300,0,50,0,0.000176839,
0.59,1.43,1.53,2.1,-1,480,442.1,202.1,25,357.1052632,117.1052632,480,75,2,672.1,50,0,4,0,0.000509296,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,50,0,2,0,0.000254648,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,63.8888888,0,4,0,0.000311932,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,77.7777777,0,7,0,0.00036833,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,91.6666666,0,10,0,0.000378815,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,105.555555,0,13,0,0.000371391,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,119.444444,0,17,0,0.000379287,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,133.333333,0,22,0,0.000393909,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,147.222222,0,25,0,0.00036715,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,161.111111,0,43,0,0.000527312,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,175,0,44,0,0.000457327,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,188.888888,0,44,0,0.000392546,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,202.777777,0,44,0,0.000340614,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,216.666666,0,44,0,0.000298345,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,230.555555,0,44,0,0.000263483,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,244.444444,0,44,0,0.000234392,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,258.333333,0,44,0,0.000209866,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,272.222222,0,45,0,0.000193293,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,286.111111,0,45,0,0.000174982,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,300,0,45,0,0.000159155,
0.59,1.43,1.53,2.1,-1,520,478.94,218.94,25,393.9473684,133.9473684,520,75,2,728.9,50,0,2,0,0.000254648,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,50,0,1,0,0.000127324,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,63.8888888,0,2,0,0.000155966,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,77.7777777,0,3,0,0.000157856,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,91.6666666,0,4,0,0.000151526,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,105.555555,0,9,0,0.000257117,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,119.444444,0,10,0,0.00022311,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,133.333333,0,13,0,0.000232764,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,147.222222,0,17,0,0.000249662,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,161.111111,0,29,0,0.000355629,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,175,0,48,0,0.000498902,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,188.888888,0,48,0,0.000428232,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,202.777777,0,48,0,0.000371579,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,216.666666,0,48,0,0.000325467,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,230.555555,0,48,0,0.000287436,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,244.444444,0,48,0,0.0002557,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,258.333333,0,49,0,0.000233715,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,272.222222,0,50,0,0.00021477,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,286.111111,0,50,0,0.000194425,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,300,0,50,0,0.000176839,
0.59,1.43,1.53,2.1,-1,560,515.78,235.78,25,430.7894737,150.7894737,560,75,2,785.7,50,0,1,0,0.000127324,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,50,0,2,0,0.000254648,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,63.8888888,0,4,0,0.000311932,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,77.7777777,0,4,0,0.000210474,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,91.6666666,0,6,0,0.000227289,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,105.555555,0,9,0,0.000257117,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,119.444444,0,12,0,0.000267732,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,133.333333,0,14,0,0.000250669,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,147.222222,0,20,0,0.00029372,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,161.111111,0,28,0,0.000343366,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,175,0,34,0,0.000353389,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,188.888888,0,47,0,0.00041931,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,202.777777,0,47,0,0.000363838,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,216.666666,0,47,0,0.000318687,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,230.555555,0,47,0,0.000281447,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,244.444444,0,47,0,0.000250373,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,258.333333,0,47,0,0.000224175,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,272.222222,0,47,0,0.000201884,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,286.111111,0,47,0,0.000182759,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,300,0,47,0,0.000166229,
0.59,1.43,1.53,2.1,-1,600,552.63,252.63,25,467.6315789,167.6315789,600,75,2,842.6,50,0,2,0,0.000254648,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,50,0,20,0,0.002546481,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,63.8888888,0,20,0,0.00155966,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,77.7777777,0,20,0,0.001052372,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,91.6666666,0,20,0,0.000757631,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,105.555555,0,20,0,0.000571371,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,119.444444,0,21,0,0.000468531,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,133.333333,0,22,0,0.000393909,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,147.222222,0,27,0,0.000396522,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,161.111111,0,30,0,0.000367892,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,175,0,35,0,0.000363783,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,188.888888,0,35,0,0.000312252,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,202.777777,0,37,0,0.000286425,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,216.666666,0,37,0,0.000250881,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,230.555555,0,37,0,0.000221565,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,244.444444,0,37,0,0.000197102,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,258.333333,0,37,0,0.000176478,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,272.222222,0,37,0,0.00015893,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,286.111111,0,37,0,0.000143874,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,300,0,37,0,0.000130861,
0.59,1.43,1.33,2.1,-1,120,81.818,21.818,25,60,0,120,100,2,220,50,0,20,0,0.002546481,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,100,2,260,50,0,29,0,0.003692398,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,100,2,260,63.8888888,0,29,0,0.002261506,
0.59,1.43,1.33,2.1,-1,160,109.09,29.09,25,80,0,160,100,2,260,77.7777777,0,29,0,0.00152594,
