    
   BASELINE = 1    , complete set with tolerances for, detector distribution, bare channel, constant laser position
   EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), TOL (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 220              , 495       , 41.50012, 449      , 0          , 154.469387, 0          , 0          , 4904        , 136.1743    , 1064         , 71556420     , 38.07538, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 220              , 495       , 41.50012, 449      , 0          , 204.081632, 0          , 0          , 4904        , 136.1743    , 1064         , 71556420     , 38.07538, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 220              , 495       , 41.50012, 449      , 0          , 260.591836, 0          , 0          , 4904        , 136.1743    , 1107         , 74448210     , 38.86742, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 220              , 495       , 41.50012, 449      , 0          , 324       , 0          , 0          , 4904        , 136.1743    , 1501         , 100945300    , 45.58904, -1    
 , ,, , , ,270             
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 270              , 545       , 38.84731, 449      , 0          , 25        , 0          , 0          , 4942        , 137.6108    , 136          , 9146287      , 13.39403, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 270              , 545       , 38.84731, 449      , 0          , 47.0204081, 0          , 0          , 4942        , 137.6108    , 425          , 28582160     , 23.79427, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 270              , 545       , 38.84731, 449      , 0          , 75.9387755, 0          , 0          , 4942        , 137.6108    , 895          , 60190670     , 34.81497, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 270              , 545       , 38.84731, 449      , 0          , 111.755102, 0          , 0          , 4942        , 137.6108    , 1013         , 68126420     , 37.11746, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 270              , 545       , 38.84731, 449      , 0          , 154.469387, 0          , 0          , 4942        , 137.6108    , 1013         , 68126420     , 37.11746, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 270              , 545       , 38.84731, 449      , 0          , 204.081632, 0          , 0          , 4942        , 137.6108    , 1013         , 68126420     , 37.11746, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 270              , 545       , 38.84731, 449      , 0          , 260.591836, 0          , 0          , 4942        , 137.6108    , 1017         , 68395420     , 37.19335, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 270              , 545       , 38.84731, 449      , 0          , 324       , 0          , 0          , 4942        , 137.6108    , 1235         , 83056270     , 41.14908, -1    
 , ,, , , ,320             
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 320              , 595       , 36.4679 , 449      , 0          , 25        , 0          , 0          , 4865        , 141.5805    , 128          , 8608254      , 12.99237, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 320              , 595       , 36.4679 , 449      , 0          , 47.0204081, 0          , 0          , 4865        , 141.5805    , 432          , 29052870     , 23.99231, -1    
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 320              , 595       , 36.4679 , 449      , 0          , 75.9387755, 1          , .07492483  , 4865        , 141.5805    , 912          , 61333830     , 35.15473, .818E9
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 320              , 595       , 36.4679 , 449      , 0          , 111.755102, 1          , .07492483  , 4865        , 141.5805    , 1057         , 71085370     , 37.94512, .948E9
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 320              , 595       , 36.4679 , 449      , 0          , 154.469387, 1          , .07492483  , 4865        , 141.5805    , 1060         , 71287120     , 38.001  , .951E9
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 320              , 595       , 36.4679 , 449      , 0          , 204.081632, 1          , .07492483  , 4865        , 141.5805    , 1060         , 71287120     , 38.001  , .951E9
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 320              , 595       , 36.4679 , 449      , 0          , 260.591836, 1          , .07492483  , 4865        , 141.5805    , 1060         , 71287120     , 38.001  , .951E9
   .0004    ,         25, 1.76      , 150        , 20    , 200    , 320              , 595       , 36.4679 , 449      , 0          , 324       , 1          , .07492483  , 4865        , 141.5805    , 1135         , 76330890     , 39.37594, .10E10
 , , ,250        , -20   
 , ,, , , ,20              
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 25        , 0          , 0          , 4921        , 131.523     , 50           , 3362622      , 8.109614, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 47.0204081, 0          , 0          , 4921        , 131.523     , 191          , 12845210     , 15.88772, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 75.9387755, 0          , 0          , 4921        , 131.523     , 414          , 27842490     , 23.47988, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 111.755102, 0          , 0          , 4921        , 131.523     , 414          , 27842490     , 23.47988, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 154.469387, 0          , 0          , 4921        , 131.523     , 415          , 27909740     , 23.50863, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 204.081632, 0          , 0          , 4921        , 131.523     , 702          , 47210960     , 30.72829, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 260.591836, 0          , 0          , 4921        , 131.523     , 1126         , 75725720     , 39.21309, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 324       , 0          , 0          , 4921        , 131.523     , 1626         , 109351600    , 47.56137, -1    
 , ,, , , ,70              
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 25        , 0          , 0          , 4858        , 136.2315    , 45           , 3026352      , 7.692812, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 47.0204081, 0          , 0          , 4858        , 136.2315    , 295          , 19839410     , 19.77982, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 75.9387755, 0          , 0          , 4858        , 136.2315    , 435          , 29254720     , 24.07672, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 111.755102, 0          , 0          , 4858        , 136.2315    , 435          , 29254720     , 24.07672, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 154.469387, 0          , 0          , 4858        , 136.2315    , 437          , 29389070     , 24.13283, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 204.081632, 0          , 0          , 4858        , 136.2315    , 585          , 39342160     , 27.9936 , -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 260.591836, 0          , 0          , 4858        , 136.2315    , 969          , 65166800     , 36.27369, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 324       , 0          , 0          , 4858        , 136.2315    , 1425         , 95833510     , 44.3568 , -1    
 , ,, , , ,120             
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 25        , 0          , 0          , 4876        , 140.0524    , 83           , 5581923      , 10.45428, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 47.0204081, 0          , 0          , 4876        , 140.0524    , 405          , 27237100     , 23.21967, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 75.9387755, 0          , 0          , 4876        , 140.0524    , 448          , 30128940     , 24.43931, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 111.755102, 0          , 0          , 4876        , 140.0524    , 448          , 30128940     , 24.43931, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 154.469387, 0          , 0          , 4876        , 140.0524    , 448          , 30128940     , 24.43931, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 204.081632, 0          , 0          , 4876        , 140.0524    , 488          , 32819010     , 25.52464, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 260.591836, 0          , 0          , 4876        , 140.0524    , 821          , 55213750     , 33.30076, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 324       , 0          , 0          , 4876        , 140.0524    , 1226         , 82450550     , 40.9921 , -1    
 , ,, , , ,170             
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 25        , 0          , 0          , 4826        , 145.9711    , 126          , 8473745      , 12.89003, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 47.0204081, 0          , 0          , 4826        , 145.9711    , 412          , 27707810     , 23.42229, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 75.9387755, 0          , 0          , 4826        , 145.9711    , 430          , 28918350     , 23.93588, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 111.755102, 0          , 0          , 4826        , 145.9711    , 432          , 29052850     , 23.99231, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 154.469387, 0          , 0          , 4826        , 145.9711    , 432          , 29052850     , 23.99231, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 204.081632, 0          , 0          , 4826        , 145.9711    , 438          , 29456360     , 24.16085, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 260.591836, 0          , 0          , 4826        , 145.9711    , 674          , 45327570     , 30.09445, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 324       , 0          , 0          , 4826        , 145.9711    , 1058         , 71152090     , 37.96376, -1    
 , ,, , , ,220             
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 25        , 0          , 0          , 4901        , 149.1851    , 186          , 12508840     , 15.67706, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 47.0204081, 0          , 0          , 4901        , 149.1851    , 423          , 28447530     , 23.7374 , -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 75.9387755, 0          , 0          , 4901        , 149.1851    , 432          , 29052790     , 23.99231, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 111.755102, 0          , 0          , 4901        , 149.1851    , 434          , 29187290     , 24.04861, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 154.469387, 0          , 0          , 4901        , 149.1851    , 435          , 29254530     , 24.07672, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 204.081632, 0          , 0          , 4901        , 149.1851    , 435          , 29254530     , 24.07672, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 260.591836, 0          , 0          , 4901        , 149.1851    , 566          , 38064450     , 27.52615, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 324       , 0          , 0          , 4901        , 149.1851    , 907          , 60997110     , 35.0551 , -1    
 , ,, , , ,270             
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 25        , 0          , 0          , 5060        , 164.2828    , 221          , 14862630     , 17.09863, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 47.0204081, 0          , 0          , 5060        , 164.2828    , 395          , 26564430     , 22.92728, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 75.9387755, 0          , 0          , 5060        , 164.2828    , 406          , 27304190     , 23.24872, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 111.755102, 0          , 0          , 5060        , 164.2828    , 414          , 27842210     , 23.47988, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 154.469387, 0          , 0          , 5060        , 164.2828    , 420          , 28245700     , 23.65185, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 204.081632, 0          , 0          , 5060        , 164.2828    , 421          , 28312950     , 23.6804 , -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 260.591836, 0          , 0          , 5060        , 164.2828    , 488          , 32818780     , 25.52464, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 324       , 0          , 0          , 5060        , 164.2828    , 767          , 51581780     , 32.15623, -1    
 , ,, , , ,320             
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 25        , 0          , 0          , 5022        , 166.6456    , 237          , 15938620     , 17.71158, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 47.0204081, 0          , 0          , 5022        , 166.6456    , 393          , 26429870     , 22.86838, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 75.9387755, 0          , 0          , 5022        , 166.6456    , 404          , 27169640     , 23.19059, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 111.755102, 0          , 0          , 5022        , 166.6456    , 411          , 27640400     , 23.39345, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 154.469387, 0          , 0          , 5022        , 166.6456    , 417          , 28043810     , 23.56602, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 204.081632, 0          , 0          , 5022        , 166.6456    , 419          , 28178230     , 23.62327, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 260.591836, 0          , 0          , 5022        , 166.6456    , 445          , 29926760     , 24.35608, -1    
   .0004    ,         25, 1.76      , 250        , -20   , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 324       , 0          , 0          , 5022        , 166.6456    , 692          , 46537150     , 30.50329, -1    
 , , ,250        , 0     
 , ,, , , ,20              
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 25        , 0          , 0          , 4921        , 131.523     , 37           , 2488346      , 6.974638, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 47.0204081, 0          , 0          , 4921        , 131.523     , 123          , 8272064      , 12.73501, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 75.9387755, 0          , 0          , 4921        , 131.523     , 423          , 28447800     , 23.7374 , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 111.755102, 0          , 0          , 4921        , 131.523     , 617          , 41494770     , 28.76509, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 154.469387, 0          , 0          , 4921        , 131.523     , 617          , 41494770     , 28.76509, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 204.081632, 0          , 0          , 4921        , 131.523     , 684          , 46000610     , 30.3222 , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 260.591836, 0          , 0          , 4921        , 131.523     , 1096         , 73708350     , 38.66611, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 324       , 0          , 0          , 4921        , 131.523     , 1593         , 107132300    , 47.04685, -1    
 , ,, , , ,70              
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 25        , 0          , 0          , 4858        , 136.2315    , 29           , 1950319      , 6.17393 , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 47.0204081, 0          , 0          , 4858        , 136.2315    , 122          , 8204791      , 12.68293, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 75.9387755, 0          , 0          , 4858        , 136.2315    , 578          , 38871850     , 27.82222, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 111.755102, 0          , 0          , 4858        , 136.2315    , 642          , 43175990     , 29.35489, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 154.469387, 0          , 0          , 4858        , 136.2315    , 642          , 43175990     , 29.35489, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 204.081632, 0          , 0          , 4858        , 136.2315    , 643          , 43243240     , 29.37826, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 260.591836, 0          , 0          , 4858        , 136.2315    , 950          , 63889500     , 35.90406, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 70               , 528.333333, 39.69946, 449      , 0          , 324       , 0          , 0          , 4858        , 136.2315    , 1419         , 95430470     , 44.25837, -1    
 , ,, , , ,120             
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 25        , 0          , 0          , 4876        , 140.0524    , 42           , 2824592      , 7.43159 , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 47.0204081, 0          , 0          , 4876        , 140.0524    , 160          , 10760350     , 14.53374, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 75.9387755, 0          , 0          , 4876        , 140.0524    , 619          , 41629100     , 28.81268, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 111.755102, 0          , 0          , 4876        , 140.0524    , 645          , 43377660     , 29.42494, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 154.469387, 0          , 0          , 4876        , 140.0524    , 646          , 43444900     , 29.44826, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 204.081632, 0          , 0          , 4876        , 140.0524    , 646          , 43444900     , 29.44826, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 260.591836, 0          , 0          , 4876        , 140.0524    , 809          , 54406900     , 33.04947, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 120              , 578.333333, 37.23278, 449      , 0          , 324       , 0          , 0          , 4876        , 140.0524    , 1209         , 81307480     , 40.69423, -1    
 , ,, , , ,170             
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 25        , 0          , 0          , 4826        , 145.9711    , 58           , 3900618      , 8.735491, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 47.0204081, 0          , 0          , 4826        , 145.9711    , 197          , 13248660     , 16.13697, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 75.9387755, 0          , 0          , 4826        , 145.9711    , 620          , 41696270     , 28.83645, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 111.755102, 0          , 0          , 4826        , 145.9711    , 631          , 42436040     , 29.09672, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 154.469387, 0          , 0          , 4826        , 145.9711    , 631          , 42436040     , 29.09672, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 204.081632, 0          , 0          , 4826        , 145.9711    , 631          , 42436040     , 29.09672, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 260.591836, 0          , 0          , 4826        , 145.9711    , 671          , 45126100     , 30.02581, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 170              , 628.333333, 35.01701, 449      , 0          , 324       , 0          , 0          , 4826        , 145.9711    , 1040         , 69941380     , 37.62719, -1    
 , ,, , , ,220             
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 25        , 0          , 0          , 4901        , 149.1851    , 73           , 4909386      , 9.802658, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 47.0204081, 0          , 0          , 4901        , 149.1851    , 248          , 16678470     , 18.12133, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 75.9387755, 0          , 0          , 4901        , 149.1851    , 626          , 42099700     , 28.97868, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 111.755102, 0          , 0          , 4901        , 149.1851    , 631          , 42435960     , 29.09672, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 154.469387, 0          , 0          , 4901        , 149.1851    , 631          , 42435960     , 29.09672, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 204.081632, 0          , 0          , 4901        , 149.1851    , 631          , 42435960     , 29.09672, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 260.591836, 0          , 0          , 4901        , 149.1851    , 633          , 42570460     , 29.14382, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 220              , 678.333333, 33.02143, 449      , 0          , 324       , 0          , 0          , 4901        , 149.1851    , 878          , 59047010     , 34.47229, -1    
 , ,, , , ,270             
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 25        , 0          , 0          , 5060        , 164.2828    , 101          , 6792427      , 11.53578, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 47.0204081, 0          , 0          , 5060        , 164.2828    , 326          , 21924080     , 20.80414, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 75.9387755, 0          , 0          , 5060        , 164.2828    , 622          , 41830610     , 28.88393, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 111.755102, 0          , 0          , 5060        , 164.2828    , 626          , 42099620     , 28.97868, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 154.469387, 0          , 0          , 5060        , 164.2828    , 628          , 42234120     , 29.02595, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 204.081632, 0          , 0          , 5060        , 164.2828    , 629          , 42301320     , 29.04956, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 260.591836, 0          , 0          , 5060        , 164.2828    , 629          , 42301320     , 29.04956, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 270              , 728.333333, 31.21897, 449      , 0          , 324       , 0          , 0          , 5060        , 164.2828    , 752          , 50573160     , 31.83181, -1    
 , ,, , , ,320             
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 25        , 0          , 0          , 5022        , 166.6456    , 122          , 8204697      , 12.68293, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 47.0204081, 0          , 0          , 5022        , 166.6456    , 373          , 25084860     , 22.27125, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 75.9387755, 0          , 0          , 5022        , 166.6456    , 613          , 41225260     , 28.6697 , -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 111.755102, 0          , 0          , 5022        , 166.6456    , 624          , 41965030     , 28.93134, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 154.469387, 0          , 0          , 5022        , 166.6456    , 628          , 42234000     , 29.02595, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 204.081632, 0          , 0          , 5022        , 166.6456    , 628          , 42234000     , 29.02595, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 260.591836, 0          , 0          , 5022        , 166.6456    , 628          , 42234000     , 29.02595, -1    
   .0004    ,         25, 1.76      , 250        , 0     , 333.33 , 320              , 778.333333, 29.58598, 449      , 0          , 324       , 0          , 0          , 5022        , 166.6456    , 683          , 45932840     , 30.29949, -1    
 , , ,250        , 20    
 , ,, , , ,20              
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 25        , 0          , 0          , 4921        , 131.523     , 34           , 2286591      , 6.68557 , -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 47.0204081, 0          , 0          , 4921        , 131.523     , 101          , 6792521      , 11.53578, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 75.9387755, 0          , 0          , 4921        , 131.523     , 274          , 18427230     , 19.05598, -1    
   .0004    ,         25, 1.76      , 250        , 20    , 333.33 , 20               , 478.333333, 42.45136, 449      , 0          , 111.755102, 0          , 0          , 4921        , 131.523     , 836          , 56223120     , 33.61255, -1    
