 250um cubic zirconia ball, TOP=(PDMS_CHAN_LENS)+(LENS_DIA); BOT=(PDMS_CHAN_LENS) 
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 341.5     , 1512                , 1447           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 351.25    , 1514                , 1449           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 361       , 1517                , 1449           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 370.75    , 1518                , 1453           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 380.5     , 1518                , 1454           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 390.25    , 1520                , 1456           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 400       , 1520                , 1457           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 25               , 2         , 10        , 4                   , 10             
 150um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 10        , 6                   , 18             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 29.5      , 29                  , 166            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 49        , 54                  , 365            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 68.5      , 94                  , 369            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 88        , 148                 , 371            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 107.5     , 204                 , 371            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 127       , 287                 , 377            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 146.5     , 373                 , 391            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 166       , 485                 , 491            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 185.5     , 562                 , 617            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 205       , 662                 , 723            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 224.5     , 759                 , 840            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 244       , 859                 , 938            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 263.5     , 966                 , 1034           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 283       , 1067                , 1136           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 302.5     , 1181                , 1233           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 322       , 1267                , 1322           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 341.5     , 1362                , 1410           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 361       , 1434                , 1464           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 380.5     , 1485                , 1508           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 400       , 1505                , 1523           
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , 2         , 10        , 6                   , 18             
 150um sapphire ball
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , 2         , 20        , 18                  , 38             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 19.75            , 2         , 20        , 14                  , 20             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 29.5             , 2         , 20        , 14                  , 45             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 39.25            , 2         , 20        , 11                  , 30             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 49               , 2         , 20        , 12                  , 31             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 58.75            , 2         , 20        , 14                  , 41             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 68.5             , 2         , 20        , 9                   , 66             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 78.25            , 2         , 20        , 13                  , 54             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 88               , 2         , 20        , 11                  , 64             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 97.75            , 2         , 20        , 9                   , 68             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 107.5            , 2         , 20        , 11                  , 78             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 117.25           , 2         , 20        , 16                  , 81             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 127              , 2         , 20        , 8                   , 106            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 136.75           , 2         , 20        , 7                   , 105            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 146.5            , 2         , 20        , 6                   , 99             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 156.25           , 2         , 20        , 9                   , 122            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 166              , 2         , 20        , 7                   , 110            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 175.75           , 2         , 20        , 7                   , 132            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 185.5            , 2         , 20        , 6                   , 124            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 195.25           , 2         , 20        , 6                   , 127            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 205              , 2         , 20        , 5                   , 120            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 214.75           , 2         , 20        , 5                   , 133            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 224.5            , 2         , 20        , 5                   , 129            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 234.25           , 2         , 20        , 6                   , 134            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 244              , 2         , 20        , 5                   , 156            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 253.75           , 2         , 20        , 5                   , 137            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 263.5            , 2         , 20        , 5                   , 151            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 273.25           , 2         , 20        , 5                   , 163            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 283              , 2         , 20        , 5                   , 153            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 292.75           , 2         , 20        , 5                   , 146            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 302.5            , 2         , 20        , 4                   , 147            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 312.25           , 2         , 20        , 4                   , 144            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 322              , 2         , 20        , 3                   , 154            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 331.75           , 2         , 20        , 4                   , 150            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 341.5            , 2         , 20        , 5                   , 157            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 351.25           , 2         , 20        , 3                   , 154            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 361              , 2         , 20        , 6                   , 155            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 370.75           , 2         , 20        , 4                   , 155            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 380.5            , 2         , 20        , 3                   , 144            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 390.25           , 2         , 20        , 4                   , 143            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 400              , 2         , 20        , 4                   , 147            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 19.75            , 2         , 20        , 14                  , 20             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , 2         , 30        , 37                  , 88             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 19.75            , 2         , 30        , 36                  , 83             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 29.5             , 2         , 30        , 34                  , 104            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 39.25            , 2         , 30        , 34                  , 97             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 49               , 2         , 30        , 35                  , 106            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 58.75            , 2         , 30        , 35                  , 121            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 68.5             , 2         , 30        , 30                  , 156            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 78.25            , 2         , 30        , 35                  , 155            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 88               , 2         , 30        , 33                  , 166            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 97.75            , 2         , 30        , 29                  , 174            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 107.5            , 2         , 30        , 31                  , 193            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 117.25           , 2         , 30        , 35                  , 191            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 127              , 2         , 30        , 24                  , 243            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 136.75           , 2         , 30        , 28                  , 247            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 146.5            , 2         , 30        , 21                  , 247            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 156.25           , 2         , 30        , 24                  , 272            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 166              , 2         , 30        , 20                  , 265            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 175.75           , 2         , 30        , 20                  , 281            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 185.5            , 2         , 30        , 18                  , 268            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 195.25           , 2         , 30        , 16                  , 259            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 205              , 2         , 30        , 16                  , 250            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 214.75           , 2         , 30        , 15                  , 261            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 224.5            , 2         , 30        , 13                  , 257            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 234.25           , 2         , 30        , 13                  , 265            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 244              , 2         , 30        , 12                  , 277            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 253.75           , 2         , 30        , 10                  , 258            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 263.5            , 2         , 30        , 11                  , 270            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 273.25           , 2         , 30        , 8                   , 267            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 283              , 2         , 30        , 10                  , 256            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 292.75           , 2         , 30        , 10                  , 242            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 302.5            , 2         , 30        , 9                   , 236            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 312.25           , 2         , 30        , 8                   , 237            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 322              , 2         , 30        , 7                   , 250            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 331.75           , 2         , 30        , 7                   , 242            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 341.5            , 2         , 30        , 6                   , 261            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 351.25           , 2         , 30        , 4                   , 235            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 361              , 2         , 30        , 7                   , 239            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 370.75           , 2         , 30        , 5                   , 257            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 380.5            , 2         , 30        , 4                   , 227            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 390.25           , 2         , 30        , 5                   , 225            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 400              , 2         , 30        , 5                   , 228            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 19.75            , 2         , 30        , 36                  , 83             
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , 2         , 40        , 60                  , 185            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 19.75            , 2         , 40        , 54                  , 185            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 29.5             , 2         , 40        , 48                  , 247            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 39.25            , 2         , 40        , 46                  , 245            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 49               , 2         , 40        , 45                  , 273            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 58.75            , 2         , 40        , 46                  , 296            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 68.5             , 2         , 40        , 42                  , 331            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 78.25            , 2         , 40        , 46                  , 331            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 88               , 2         , 40        , 46                  , 334            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 97.75            , 2         , 40        , 43                  , 331            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 107.5            , 2         , 40        , 44                  , 340            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 117.25           , 2         , 40        , 49                  , 331            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 127              , 2         , 40        , 42                  , 355            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 136.75           , 2         , 40        , 43                  , 357            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 146.5            , 2         , 40        , 38                  , 348            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 156.25           , 2         , 40        , 43                  , 360            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 166              , 2         , 40        , 35                  , 345            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 175.75           , 2         , 40        , 36                  , 350            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 185.5            , 2         , 40        , 32                  , 343            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 195.25           , 2         , 40        , 30                  , 326            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 205              , 2         , 40        , 29                  , 332            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 214.75           , 2         , 40        , 27                  , 331            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 224.5            , 2         , 40        , 25                  , 324            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 234.25           , 2         , 40        , 27                  , 332            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 244              , 2         , 40        , 26                  , 335            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 253.75           , 2         , 40        , 24                  , 310            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 263.5            , 2         , 40        , 23                  , 315            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 273.25           , 2         , 40        , 20                  , 314            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 283              , 2         , 40        , 20                  , 301            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 292.75           , 2         , 40        , 20                  , 301            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 302.5            , 2         , 40        , 18                  , 301            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 312.25           , 2         , 40        , 17                  , 296            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 322              , 2         , 40        , 18                  , 296            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 331.75           , 2         , 40        , 18                  , 287            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 341.5            , 2         , 40        , 18                  , 301            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 351.25           , 2         , 40        , 15                  , 279            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 361              , 2         , 40        , 18                  , 285            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 370.75           , 2         , 40        , 16                  , 295            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 380.5            , 2         , 40        , 13                  , 275            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 390.25           , 2         , 40        , 13                  , 272            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 400              , 2         , 40        , 13                  , 266            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , 2         , 40        , 60                  , 185            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , 2         , 50        , 83                  , 369            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 19.75            , 2         , 50        , 79                  , 360            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 29.5             , 2         , 50        , 71                  , 372            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 39.25            , 2         , 50        , 68                  , 357            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 49               , 2         , 50        , 69                  , 352            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 58.75            , 2         , 50        , 69                  , 353            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 68.5             , 2         , 50        , 63                  , 372            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 78.25            , 2         , 50        , 67                  , 367            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 88               , 2         , 50        , 66                  , 366            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 97.75            , 2         , 50        , 58                  , 362            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 107.5            , 2         , 50        , 59                  , 361            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 117.25           , 2         , 50        , 62                  , 345            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 127              , 2         , 50        , 52                  , 366            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 136.75           , 2         , 50        , 51                  , 366            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 146.5            , 2         , 50        , 44                  , 361            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 156.25           , 2         , 50        , 48                  , 369            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 166              , 2         , 50        , 47                  , 361            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 175.75           , 2         , 50        , 45                  , 356            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 185.5            , 2         , 50        , 41                  , 353            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 195.25           , 2         , 50        , 41                  , 335            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 205              , 2         , 50        , 41                  , 338            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 214.75           , 2         , 50        , 38                  , 343            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 224.5            , 2         , 50        , 37                  , 331            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 234.25           , 2         , 50        , 38                  , 340            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 244              , 2         , 50        , 37                  , 348            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 253.75           , 2         , 50        , 33                  , 322            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 263.5            , 2         , 50        , 36                  , 329            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 273.25           , 2         , 50        , 31                  , 327            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 283              , 2         , 50        , 33                  , 312            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 292.75           , 2         , 50        , 33                  , 313            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 302.5            , 2         , 50        , 30                  , 316            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 312.25           , 2         , 50        , 27                  , 310            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 322              , 2         , 50        , 26                  , 311            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 331.75           , 2         , 50        , 26                  , 301            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 341.5            , 2         , 50        , 27                  , 313            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 351.25           , 2         , 50        , 24                  , 290            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 361              , 2         , 50        , 27                  , 294            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 370.75           , 2         , 50        , 26                  , 305            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 380.5            , 2         , 50        , 23                  , 283            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 390.25           , 2         , 50        , 25                  , 279            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 400              , 2         , 50        , 25                  , 280            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 390.25           , 2         , 50        , 25                  , 279            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , 2         , 60        , 121                 , 373            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 19.75            , 2         , 60        , 112                 , 360            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 29.5             , 2         , 60        , 99                  , 372            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 39.25            , 2         , 60        , 98                  , 357            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 49               , 2         , 60        , 96                  , 352            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 58.75            , 2         , 60        , 92                  , 355            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 68.5             , 2         , 60        , 85                  , 373            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 78.25            , 2         , 60        , 87                  , 368            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 88               , 2         , 60        , 86                  , 366            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 97.75            , 2         , 60        , 76                  , 366            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 107.5            , 2         , 60        , 77                  , 364            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 117.25           , 2         , 60        , 80                  , 348            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 127              , 2         , 60        , 75                  , 369            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 136.75           , 2         , 60        , 73                  , 368            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 146.5            , 2         , 60        , 64                  , 366            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 156.25           , 2         , 60        , 66                  , 370            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 166              , 2         , 60        , 62                  , 369            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 175.75           , 2         , 60        , 61                  , 361            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 185.5            , 2         , 60        , 55                  , 361            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 195.25           , 2         , 60        , 52                  , 340            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 205              , 2         , 60        , 49                  , 343            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 214.75           , 2         , 60        , 44                  , 347            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 224.5            , 2         , 60        , 43                  , 334            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 234.25           , 2         , 60        , 45                  , 343            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 244              , 2         , 60        , 41                  , 361            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 253.75           , 2         , 60        , 38                  , 329            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 263.5            , 2         , 60        , 40                  , 341            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 273.25           , 2         , 60        , 38                  , 337            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 283              , 2         , 60        , 40                  , 322            
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 292.75           , 2         , 60        , 41                  , 318            
