  
 LENS DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 34.59575, 449      , 0          , 144       , 41452      , 235.7388   , 0           , 0           , 0            , 0            , 0       , 0     
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 34.59575, 449      , 0          , 169       , 41452      , 235.7388   , 0           , 0           , 0            , 0            , 0       , 0     
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 34.59575, 449      , 0          , 196       , 41452      , 235.7388   , 0           , 0           , 0            , 0            , 0       , 0     
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 25        , 0          , 0          , 4           , .03220015   , 41           , 1102946      , 7.342463, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 36        , 0          , 0          , 4           , .03220015   , 102          , 2743916      , 11.59294, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 49        , 0          , 0          , 4           , .03220015   , 247          , 6644578      , 18.08445, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 64        , 0          , 0          , 4           , .03220015   , 308          , 8285545      , 20.21543, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 81        , 0          , 0          , 4           , .03220015   , 308          , 8285545      , 20.21543, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 100       , 0          , 0          , 4           , .03220015   , 312          , 8393082      , 20.34766, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 121       , 0          , 0          , 4           , .03220015   , 368          , 9899513      , 22.11958, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 144       , 0          , 0          , 4           , .03220015   , 532          , 14311270     , 26.67083, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 169       , 0          , 0          , 4           , .03220015   , 710          , 19099640     , 30.90724, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 196       , 0          , 0          , 4           , .03220015   , 917          , 24668100     , 35.25412, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 225       , 0          , 0          , 4           , .03220015   , 1073         , 28864630     , 38.24231, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 256       , 0          , 0          , 4           , .03220015   , 1238         , 33303280     , 41.20129, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 289       , 0          , 0          , 4           , .03220015   , 1276         , 34325510     , 41.85807, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 59.10164, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 0            , 0            , 0       , -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 25        , 0          , 0          , 1           , .00002328841, 40           , 1076046      , 7.252246, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 36        , 0          , 0          , 1           , .00002328841, 89           , 2394202      , 10.82664, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 49        , 0          , 0          , 1           , .00002328841, 220          , 5918248      , 17.05962, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 57.36808, 449      , 0          , 25        , 0          , 0          , 105         , 1.965222    , 37           , 995341.8     , 6.974638, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 57.36808, 449      , 0          , 36        , 0          , 0          , 105         , 1.965222    , 97           , 2609410      , 11.30428, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.40424, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 97           , 2609410      , 11.30428, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 11          , .00008575703, 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 100       , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 121       , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 144       , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 169       , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 196       , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 225       , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 256       , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 289       , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 49        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 64        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 81        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 55.57305, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 57.36808, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 57.36808, 449      , 0          , 36        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
  
 LENS, ANGLE CORRECTED, DETECTOR DISTRIBUTION, CONSTANT LASER POSITION, BARE channel, bare ball, CY5 fluorophore, with media/coating definitions, new excitation spot/emission calculations
 EX_POW (W), SPOT_DIA, N_LENS, LENS_DIA (um), EFL (um), PDMS_LENS_DET (um), WD_PDMS, ANG, X_SHIFT, DIFF_X, DET_RAD (um), EX_DET_R, EX_DET_F, EX_SPOT_R, EX_SPOT_F, SPOT_DET_R, SPOT_DET_F, THETA, SNR
 , , 1.76     
 , , ,150        
 , ,, , ,0               
 .0004    ,         10, 1.76      , 150        , 200    , 0                , 275       , 48.41589, 449      , 0          , 25        , 0          , 0          , 0           , 0           , 47           , 1264354      , 7.862168, -1    
