 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 90               , 346.716417, -1          , 2         , 32.98136, 225      , 0          , 100       , 0           , 945     , 16.178152127 , 35.80625 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 100              , 356.716417, -1          , 2         , 32.2418 , 225      , 0          , 100       , 0           , 884     , 15.549332481 , 34.593579, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 110              , 366.716417, -1          , 2         , 31.53132, 225      , 0          , 100       , 0           , 890     , 15.592022531 , 34.714494, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 120              , 376.716417, -1          , 2         , 30.84844, 225      , 0          , 100       , 0           , 877     , 15.071960802 , 34.452041, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 130              , 386.716417, -1          , 2         , 30.19177, 225      , 0          , 100       , 0           , 914     , 14.715290062 , 35.194522, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 140              , 396.716417, -1          , 2         , 29.55998, 225      , 0          , 100       , 0           , 898     , 14.442138231 , 34.875144, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 150              , 406.716417, -1          , 2         , 28.95185, 225      , 0          , 100       , 0           , 884     , 14.163833683 , 34.593579, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 160              , 416.716417, -1          , 2         , 28.36618, 225      , 0          , 100       , 0           , 879     , 14.116927309 , 34.492532, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 170              , 426.716417, -1          , 2         , 27.80188, 225      , 0          , 100       , 0           , 897     , 13.784205158 , 34.855098, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 180              , 436.716417, -1          , 2         , 27.2579 , 225      , 0          , 100       , 0           , 942     , 13.687685703 , 35.747448, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 190              , 446.716417, -1          , 2         , 26.73326, 225      , 0          , 100       , 0           , 938     , 13.394034988 , 35.668914, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 200              , 456.716417, -1          , 2         , 26.22702, 225      , 0          , 100       , 0           , 901     , 13.244814009 , 34.935222, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 210              , 466.716417, -1          , 2         , 25.73831, 225      , 0          , 100       , 0           , 934     , 12.941304503 , 35.590231, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 220              , 476.716417, -1          , 2         , 25.26631, 225      , 0          , 100       , 0           , 943     , 12.735017033 , 35.767058, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 230              , 486.716417, -1          , 2         , 24.81022, 225      , 0          , 100       , 0           , 885     , 12.630631138 , 34.613757, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 240              , 496.716417, -1          , 2         , 24.36932, 225      , 0          , 100       , 0           , 901     , 12.312251505 , 34.935222, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 250              , 506.716417, -1          , 2         , 23.94291, 225      , 0          , 100       , 0           , 877     , 11.93024466  , 34.452041, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 260              , 516.716417, -1          , 2         , 23.53032, 225      , 0          , 100       , 0           , 899     , 11.706443192 , 34.89518 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 270              , 526.716417, -1          , 2         , 23.13095, 225      , 0          , 100       , 0           , 887     , 11.362596283 , 34.654082, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 280              , 536.716417, -1          , 2         , 22.7442 , 225      , 0          , 100       , 0           , 911     , 11.362596283 , 35.134832, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 290              , 546.716417, -1          , 2         , 22.36951, 225      , 0          , 100       , 0           , 890     , 10.947985488 , 34.714494, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 300              , 556.716417, -1          , 2         , 22.00636, 225      , 0          , 100       , 0           , 903     , 10.826646265 , 34.975223, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 41.23305, 225      , 0          , 100       , 0           , 889     , 21.471462039 , 34.694367, 0         , 0     
 , , 2.1       , 200        ,  , , , , , , , , , , 120       
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 0                , 256.716417, -1          , 2         , 43.66223, 245      , 0          , 120       , 0           , 949     , 25.815631191 , 35.884523, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 10               , 266.716417, -1          , 2         , 42.56991, 245      , 0          , 120       , 0           , 896     , 24.960354287 , 34.835042, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 20               , 276.716417, -1          , 2         , 41.52113, 245      , 0          , 120       , 0           , 956     , 24.328287056 , 36.021146, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 30               , 286.716417, -1          , 2         , 40.51398, 245      , 0          , 120       , 0           , 963     , 23.161476939 , 36.157323, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 40               , 296.716417, -1          , 2         , 39.54663, 245      , 0          , 120       , 0           , 899     , 22.631321355 , 34.89518 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 50               , 306.716417, -1          , 2         , 38.61728, 245      , 0          , 120       , 0           , 941     , 21.720533975 , 35.727829, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 60               , 316.716417, -1          , 2         , 37.72419, 245      , 0          , 120       , 0           , 884     , 21.156195903 , 34.593579, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 70               , 326.716417, -1          , 2         , 36.86571, 245      , 0          , 120       , 0           , 954     , 20.446301115 , 35.982157, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 80               , 336.716417, -1          , 2         , 36.0402 , 245      , 0          , 120       , 0           , 900     , 19.982003891 , 34.915206, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 90               , 346.716417, -1          , 2         , 35.24614, 245      , 0          , 120       , 0           , 885     , 19.369386346 , 34.613757, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 100              , 356.716417, -1          , 2         , 34.48206, 245      , 0          , 120       , 0           , 892     , 19.05598575  , 34.754717, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 110              , 366.716417, -1          , 2         , 33.74653, 245      , 0          , 120       , 0           , 892     , 18.268127221 , 34.754717, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 120              , 376.716417, -1          , 2         , 33.03822, 245      , 0          , 120       , 0           , 890     , 18.121331388 , 34.714494, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 130              , 386.716417, -1          , 2         , 32.35586, 245      , 0          , 120       , 0           , 894     , 17.598231563 , 34.7949  , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 140              , 396.716417, -1          , 2         , 31.69821, 245      , 0          , 120       , 0           , 896     , 17.137570223 , 34.835042, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 150              , 406.716417, -1          , 2         , 31.06414, 245      , 0          , 120       , 0           , 891     , 16.544270435 , 34.734611, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 160              , 416.716417, -1          , 2         , 30.45253, 245      , 0          , 120       , 0           , 903     , 16.260204708 , 34.975223, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 170              , 426.716417, -1          , 2         , 29.86236, 245      , 0          , 120       , 0           , 951     , 15.845807549 , 35.923604, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 180              , 436.716417, -1          , 2         , 29.29263, 245      , 0          , 120       , 0           , 949     , 15.803785926 , 35.884523, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 190              , 446.716417, -1          , 2         , 28.7424 , 245      , 0          , 120       , 0           , 894     , 15.377416498 , 34.7949  , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 200              , 456.716417, -1          , 2         , 28.21079, 245      , 0          , 120       , 0           , 929     , 15.290751375 , 35.491663, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 210              , 466.716417, -1          , 2         , 27.69695, 245      , 0          , 120       , 0           , 892     , 14.894668927 , 34.754717, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 220              , 476.716417, -1          , 2         , 27.20009, 245      , 0          , 120       , 0           , 942     , 14.670110298 , 35.747448, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 230              , 486.716417, -1          , 2         , 26.71945, 245      , 0          , 120       , 0           , 945     , 14.57934     , 35.80625 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 240              , 496.716417, -1          , 2         , 26.25432, 245      , 0          , 120       , 0           , 889     , 14.257192908 , 34.694367, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 250              , 506.716417, -1          , 2         , 25.804  , 245      , 0          , 120       , 0           , 879     , 13.975282859 , 34.492532, 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 260              , 516.716417, -1          , 2         , 25.36787, 245      , 0          , 120       , 0           , 876     , 13.784205158 , 34.43178 , 0         , 0     
 .67       , .625      , 2.1       , 200        , 156.71 , 56.716 ,56.71641791044771 , 270              , 526.716417, -1          , 2         , 24.9453 , 245      , 0          , 120       , 0           , 918     , 13.492615415 , 35.273973, 0         , 0     
