 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 50               , 242.537313, -1          , 2         , 51.50812, 305      , 0          , 180       , 0           , 907     , 36.735998759 , 35.055107, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 60               , 252.537313, -1          , 2         , 50.37554, 305      , 0          , 180       , 0           , 857     , 35.688562342 , 34.044808, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 70               , 262.537313, -1          , 2         , 49.27885, 305      , 0          , 180       , 0           , 838     , 34.4520416   , 33.653928, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 80               , 272.537313, -1          , 2         , 48.21714, 305      , 0          , 180       , 0           , 843     , 33.571127512 , 33.757178, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 90               , 282.537313, -1          , 2         , 47.18946, 305      , 0          , 180       , 0           , 855     , 32.902095315 , 34.003849, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 100              , 292.537313, -1          , 2         , 46.19483, 305      , 0          , 180       , 0           , 882     , 31.810077057 , 34.553191, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 110              , 302.537313, -1          , 2         , 45.23225, 305      , 0          , 180       , 0           , 836     , 31.218163052 , 33.61255 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 120              , 312.537313, -1          , 2         , 44.30071, 305      , 0          , 180       , 0           , 896     , 30.435496522 , 34.835042, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 130              , 322.537313, -1          , 2         , 43.39921, 305      , 0          , 180       , 0           , 843     , 30.002910931 , 33.757178, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 140              , 332.537313, -1          , 2         , 42.52674, 305      , 0          , 180       , 0           , 842     , 28.955024371 , 33.73655 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 150              , 342.537313, -1          , 2         , 41.68231, 305      , 0          , 180       , 0           , 849     , 28.164023123 , 33.880711, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 160              , 352.537313, -1          , 2         , 40.86493, 305      , 0          , 180       , 0           , 834     , 27.699214309 , 33.571127, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 170              , 362.537313, -1          , 2         , 40.07365, 305      , 0          , 180       , 0           , 858     , 27.051260306 , 34.065271, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 180              , 372.537313, -1          , 2         , 39.30752, 305      , 0          , 180       , 0           , 887     , 26.311174545 , 34.654082, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 190              , 382.537313, -1          , 2         , 38.56563, 305      , 0          , 180       , 0           , 841     , 26.311174545 , 33.715912, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 200              , 392.537313, -1          , 2         , 37.84707, 305      , 0          , 180       , 0           , 840     , 25.683747056 , 33.695262, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 210              , 402.537313, -1          , 2         , 37.15098, 305      , 0          , 180       , 0           , 819     , 25.17671694  , 33.259002, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 220              , 412.537313, -1          , 2         , 36.47651, 305      , 0          , 180       , 0           , 883     , 24.65995638  , 34.57339 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 230              , 422.537313, -1          , 2         , 35.82287, 305      , 0          , 180       , 0           , 851     , 24.048617266 , 33.921801, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 240              , 432.537313, -1          , 2         , 35.18925, 305      , 0          , 180       , 0           , 851     , 23.537341796 , 33.921801, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 250              , 442.537313, -1          , 2         , 34.5749 , 305      , 0          , 180       , 0           , 870     , 22.986043957 , 34.309992, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 260              , 452.537313, -1          , 2         , 33.97908, 305      , 0          , 180       , 0           , 836     , 22.451970653 , 33.61255 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 270              , 462.537313, -1          , 2         , 33.4011 , 305      , 0          , 180       , 0           , 859     , 22.149993999 , 34.085724, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 280              , 472.537313, -1          , 2         , 32.84028, 305      , 0          , 180       , 0           , 885     , 21.844055913 , 34.613757, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 290              , 482.537313, -1          , 2         , 32.29597, 305      , 0          , 180       , 0           , 828     , 21.565185015 , 33.446586, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 300              , 492.537313, -1          , 2         , 31.76754, 305      , 0          , 180       , 0           , 852     , 20.90071861  , 33.942329, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 57.73701, 305      , 0          , 180       , 0           , 1105    , 42.012399509 , 38.830892, 1618      , 1618  
 , , 2.1       , 150        ,  , , , , , , , , , , 200       
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 59.35654, 325      , 0          , 200       , 0           , 1213    , 44.324009792 , 40.764479, 2716      , 2716  
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 10               , 202.537313, -1          , 2         , 58.06918, 325      , 0          , 200       , 0           , 1215    , 43.780148037 , 40.799566, 1954      , 1954  
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 20               , 212.537313, -1          , 2         , 56.81688, 325      , 0          , 200       , 0           , 1127    , 42.370705934 , 39.231218, 1288      , 1288  
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 30               , 222.537313, -1          , 2         , 55.59938, 325      , 0          , 200       , 0           , 1074    , 41.961009943 , 38.26082 , 750       , 750   
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 40               , 232.537313, -1          , 2         , 54.4163 , 325      , 0          , 200       , 0           , 1021    , 40.799566448 , 37.269116, 326       , 326   
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 50               , 242.537313, -1          , 2         , 53.26717, 325      , 0          , 200       , 0           , 960     , 39.610177898 , 36.099016, 60        , 60    
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 60               , 252.537313, -1          , 2         , 52.15144, 325      , 0          , 200       , 0           , 959     , 38.611062593 , 36.079562, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 70               , 262.537313, -1          , 2         , 51.06847, 325      , 0          , 200       , 0           , 899     , 37.457940887 , 34.89518 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 80               , 272.537313, -1          , 2         , 50.01759, 325      , 0          , 200       , 0           , 873     , 36.563224389 , 34.370933, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 90               , 282.537313, -1          , 2         , 48.99808, 325      , 0          , 200       , 0           , 872     , 35.491663663 , 34.35063 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 100              , 292.537313, -1          , 2         , 48.00915, 325      , 0          , 200       , 0           , 850     , 34.654082918 , 33.901262, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 110              , 302.537313, -1          , 2         , 47.05002, 325      , 0          , 200       , 0           , 837     , 33.695262147 , 33.633245, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 120              , 312.537313, -1          , 2         , 46.11988, 325      , 0          , 200       , 0           , 901     , 32.96532774  , 34.935222, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 130              , 322.537313, -1          , 2         , 45.2179 , 325      , 0          , 200       , 0           , 867     , 32.328064122 , 34.248956, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 140              , 332.537313, -1          , 2         , 44.34325, 325      , 0          , 200       , 0           , 901     , 31.613877013 , 34.935222, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 150              , 342.537313, -1          , 2         , 43.49509, 325      , 0          , 200       , 0           , 887     , 31.085253388 , 34.654082, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 160              , 352.537313, -1          , 2         , 42.67259, 325      , 0          , 200       , 0           , 833     , 30.367564485 , 33.550399, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 170              , 362.537313, -1          , 2         , 41.87493, 325      , 0          , 200       , 0           , 851     , 29.611009676 , 33.921801, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 180              , 372.537313, -1          , 2         , 41.1013 , 325      , 0          , 200       , 0           , 840     , 28.76509562  , 33.695262, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 190              , 382.537313, -1          , 2         , 40.3509 , 325      , 0          , 200       , 0           , 854     , 28.309347117 , 33.983353, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 200              , 392.537313, -1          , 2         , 39.62294, 325      , 0          , 200       , 0           , 840     , 27.920273842 , 33.695262, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 210              , 402.537313, -1          , 2         , 38.91666, 325      , 0          , 200       , 0           , 853     , 27.076446195 , 33.962847, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 220              , 412.537313, -1          , 2         , 38.2313 , 325      , 0          , 200       , 0           , 845     , 26.84898687  , 33.7984  , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 230              , 422.537313, -1          , 2         , 37.56614, 325      , 0          , 200       , 0           , 833     , 26.568534601 , 33.550399, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 240              , 432.537313, -1          , 2         , 36.92047, 325      , 0          , 200       , 0           , 904     , 25.946890755 , 34.995209, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 250              , 442.537313, -1          , 2         , 36.29361, 325      , 0          , 200       , 0           , 862     , 25.524647974 , 34.147016, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 260              , 452.537313, -1          , 2         , 35.68488, 325      , 0          , 200       , 0           , 844     , 25.17671694  , 33.777794, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 270              , 462.537313, -1          , 2         , 35.09364, 325      , 0          , 200       , 0           , 886     , 24.300456207 , 34.633925, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 280              , 472.537313, -1          , 2         , 34.51927, 325      , 0          , 200       , 0           , 837     , 23.992315623 , 33.633245, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 290              , 482.537313, -1          , 2         , 33.96117, 325      , 0          , 200       , 0           , 882     , 24.048617266 , 34.553191, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 300              , 492.537313, -1          , 2         , 33.41876, 325      , 0          , 200       , 0           , 839     , 23.0446619   , 33.674601, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 59.35654, 325      , 0          , 200       , 0           , 1213    , 44.324009792 , 40.764479, 2716      , 2716  
 , , 2.1       , 150        
 , , 2.1       , 150        ,  , , , , , , , , , , 20        
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 51.83737, 245      , 100        , 20        , 0           , 86      , 6.7832889062 , 10.642075, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 10               , 202.537313, -1          , 2         , 50.42004, 245      , 100        , 20        , 0           , 95      , 6.7832889062 , 11.186763, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 20               , 212.537313, -1          , 2         , 49.05838, 245      , 100        , 20        , 0           , 101     , 6.0664486091 , 11.535783, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 30               , 222.537313, -1          , 2         , 47.75064, 245      , 100        , 20        , 0           , 106     , 6.2795806411 , 11.818866, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 40               , 232.537313, -1          , 2         , 46.49495, 245      , 100        , 20        , 0           , 120     , 6.0664486091 , 12.578118, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 50               , 242.537313, -1          , 2         , 45.28941, 245      , 100        , 20        , 0           , 164     , 5.9570347897 , 14.71529 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 60               , 252.537313, -1          , 2         , 44.13207, 245      , 100        , 20        , 0           , 208     , 5.3767932651 , 16.584465, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 70               , 262.537313, -1          , 2         , 43.021  , 245      , 100        , 20        , 0           , 248     , 5.3767932651 , 18.121331, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 80               , 272.537313, -1          , 2         , 41.95425, 245      , 100        , 20        , 0           , 291     , 4.8631678023 , 19.643926, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 90               , 282.537313, -1          , 2         , 40.92993, 245      , 100        , 20        , 0           , 322     , 4.7260707156 , 20.674703, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 100              , 292.537313, -1          , 2         , 39.94617, 245      , 100        , 20        , 0           , 348     , 4.2886246092 , 21.502746, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 110              , 302.537313, -1          , 2         , 39.00115, 245      , 100        , 20        , 0           , 367     , 4.2886246092 , 22.089128, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 120              , 312.537313, -1          , 2         , 38.09312, 245      , 100        , 20        , 0           , 400     , 4.2886246092 , 23.073918, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 130              , 322.537313, -1          , 2         , 37.22037, 245      , 100        , 20        , 0           , 408     , 3.9703623896 , 23.306717, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 140              , 332.537313, -1          , 2         , 36.38128, 245      , 100        , 20        , 0           , 423     , 3.624307494  , 23.737403, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 150              , 342.537313, -1          , 2         , 35.57426, 245      , 100        , 20        , 0           , 429     , 3.0321614976 , 23.907629, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 160              , 352.537313, -1          , 2         , 34.79782, 245      , 100        , 20        , 0           , 435     , 3.4382626417 , 24.076721, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 170              , 362.537313, -1          , 2         , 34.05053, 245      , 100        , 20        , 0           , 425     , 3.2415710456 , 23.794273, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 180              , 372.537313, -1          , 2         , 33.331  , 245      , 100        , 20        , 0           , 419     , 3.2415710456 , 23.623278, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 190              , 382.537313, -1          , 2         , 32.63795, 245      , 100        , 20        , 0           , 424     , 3.2415710456 , 23.765854, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 200              , 392.537313, -1          , 2         , 31.97012, 245      , 100        , 20        , 0           , 427     , 3.2415710456 , 23.851014, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 210              , 402.537313, -1          , 2         , 31.32633, 245      , 100        , 20        , 0           , 411     , 3.0321614976 , 23.393453, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 220              , 412.537313, -1          , 2         , 30.70547, 245      , 100        , 20        , 0           , 402     , 2.8071892511 , 23.132325, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 230              , 422.537313, -1          , 2         , 30.10646, 245      , 100        , 20        , 0           , 392     , 2.8071892511 , 22.838876, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 240              , 432.537313, -1          , 2         , 29.5283 , 245      , 100        , 20        , 0           , 381     , 2.8071892511 , 22.511904, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 250              , 442.537313, -1          , 2         , 28.97003, 245      , 100        , 20        , 0           , 375     , 2.5625587331 , 22.331645, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 260              , 452.537313, -1          , 2         , 28.43075, 245      , 100        , 20        , 0           , 379     , 2.2919839967 , 22.45197 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 270              , 462.537313, -1          , 2         , 27.90958, 245      , 100        , 20        , 0           , 359     , 2.5625587331 , 21.844055, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 280              , 472.537313, -1          , 2         , 27.40572, 245      , 100        , 20        , 0           , 334     , 2.5625587331 , 21.060738, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 290              , 482.537313, -1          , 2         , 26.91839, 245      , 100        , 20        , 0           , 349     , 2.2919839967 , 21.533987, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 300              , 492.537313, -1          , 2         , 26.44686, 245      , 100        , 20        , 0           , 330     , 2.5625587331 , 20.932816, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 51.83737, 245      , 100        , 20        , 0           , 86      , 6.7832889062 , 10.642075, 0         , 0     
 , , 2.1       , 150        ,  , , , , , , , , , , 40        
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 0                , 192.537313, -1          , 2         , 53.99949, 265      , 100        , 40        , 0           , 464     , 11.762787085 , 24.878764, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 10               , 202.537313, -1          , 2         , 52.60961, 265      , 100        , 40        , 0           , 580     , 11.478340954 , 27.871288, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 20               , 212.537313, -1          , 2         , 51.26942, 265      , 100        , 40        , 0           , 685     , 10.765469991 , 30.344889, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 30               , 222.537313, -1          , 2         , 49.97768, 265      , 100        , 40        , 0           , 728     , 10.517249209 , 31.306487, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 40               , 232.537313, -1          , 2         , 48.73307, 265      , 100        , 40        , 0           , 773     , 10.068317804 , 32.285182, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 50               , 242.537313, -1          , 2         , 47.53415, 265      , 100        , 40        , 0           , 833     , 10.002557807 , 33.550399, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 60               , 252.537313, -1          , 2         , 46.37945, 265      , 100        , 40        , 0           , 818     , 9.5986383834 , 33.238101, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 70               , 262.537313, -1          , 2         , 45.26747, 265      , 100        , 40        , 0           , 824     , 9.3902290831 , 33.36333 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 80               , 272.537313, -1          , 2         , 44.19665, 265      , 100        , 40        , 0           , 820     , 9.3902290831 , 33.27989 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 90               , 282.537313, -1          , 2         , 43.16547, 265      , 100        , 40        , 0           , 864     , 8.8106229698 , 34.187824, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 100              , 292.537313, -1          , 2         , 42.1724 , 265      , 100        , 40        , 0           , 868     , 8.2704931856 , 34.269312, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 110              , 302.537313, -1          , 2         , 41.21592, 265      , 100        , 40        , 0           , 841     , 8.3497781643 , 33.715912, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 120              , 312.537313, -1          , 2         , 40.29457, 265      , 100        , 40        , 0           , 823     , 7.5196667119 , 33.342488, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 130              , 322.537313, -1          , 2         , 39.40688, 265      , 100        , 40        , 0           , 874     , 7.6067293468 , 34.391226, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 140              , 332.537313, -1          , 2         , 38.55144, 265      , 100        , 40        , 0           , 815     , 7.5196667119 , 33.17533 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 150              , 342.537313, -1          , 2         , 37.72691, 265      , 100        , 40        , 0           , 809     , 7.3424630806 , 33.04947 , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 160              , 352.537313, -1          , 2         , 36.93194, 265      , 100        , 40        , 0           , 845     , 7.252246865  , 33.7984  , 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 170              , 362.537313, -1          , 2         , 36.16528, 265      , 100        , 40        , 0           , 789     , 7.252246865  , 32.626831, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 180              , 372.537313, -1          , 2         , 35.42569, 265      , 100        , 40        , 0           , 822     , 6.879625535  , 33.321633, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 190              , 382.537313, -1          , 2         , 34.712  , 265      , 100        , 40        , 0           , 808     , 7.0683795805 , 33.028452, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 200              , 392.537313, -1          , 2         , 34.02309, 265      , 100        , 40        , 0           , 766     , 6.9746379595 , 32.134693, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 210              , 402.537313, -1          , 2         , 33.35787, 265      , 100        , 40        , 0           , 737     , 6.6855708284 , 31.504404, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 220              , 412.537313, -1          , 2         , 32.71531, 265      , 100        , 40        , 0           , 766     , 6.6855708284 , 32.134693, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 230              , 422.537313, -1          , 2         , 32.09443, 265      , 100        , 40        , 0           , 716     , 6.879625535  , 31.040836, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 240              , 432.537313, -1          , 2         , 31.49429, 265      , 100        , 40        , 0           , 768     , 6.4857396788 , 32.177754, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 250              , 442.537313, -1          , 2         , 30.914  , 265      , 100        , 40        , 0           , 701     , 6.6855708284 , 30.705865, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 260              , 452.537313, -1          , 2         , 30.35268, 265      , 100        , 40        , 0           , 722     , 6.2795806411 , 31.173916, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 270              , 462.537313, -1          , 2         , 29.80954, 265      , 100        , 40        , 0           , 678     , 6.0664486091 , 30.185736, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 280              , 472.537313, -1          , 2         , 29.2838 , 265      , 100        , 40        , 0           , 679     , 5.8455809092 , 30.208519, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 290              , 482.537313, -1          , 2         , 28.77472, 265      , 100        , 40        , 0           , 698     , 6.2795806411 , 30.638475, 0         , 0     
 .67       , .625      , 2.1       , 150        , 117.53 , 42.537 ,42.53731343283574 , 300              , 492.537313, -1          , 2         , 28.28159, 265      , 100        , 40        , 0           , 663     , 5.8455809092 , 29.842105, 0         , 0     
